Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color,Skin Color_R,Skin Color_G,Skin Color_B,Clothes Color_R,Clothes Color_G,Clothes Color_B,Pants Color_R,Pants Color_G,Pants Color_B,Skin_Brightness,Clothes_Brightness,SkinCluster,ShirtCluster
171.4390526,63.3707940096,Male,Ideal,"(252, 218, 191)","(216, 148, 27)","(148, 137, 130)",252,218,191,216,148,27,148,137,130,220.33333333333331,130.33333333333334,5,5
172.4068688,52.504680135200005,Female,Underweight,"(246, 215, 197)","(127, 239, 121)","(119, 27, 100)",246,215,197,127,239,121,119,27,100,219.33333333333331,162.33333333333334,5,5
180.1891494,64.4258490016,Male,Ideal,"(235, 185, 152)","(227, 232, 236)","(128, 207, 156)",235,185,152,227,232,236,128,207,156,190.66666666666663,231.66666666666663,2,4
174.52068219999998,50.7595302744,Female,Underweight,"(253, 220, 213)","(32, 113, 85)","(8, 254, 146)",253,220,213,32,113,85,8,254,146,228.66666666666663,76.66666666666667,0,4
165.5793234,52.5713128,Female,Ideal,"(127, 41, 44)","(206, 226, 170)","(209, 122, 224)",127,41,44,206,226,170,209,122,224,70.66666666666667,200.66666666666663,3,6
176.156874,58.1056341512,Male,Ideal,"(253, 220, 213)","(41, 112, 185)","(183, 210, 110)",253,220,213,41,112,185,183,210,110,228.66666666666663,112.66666666666669,0,1
168.36923399999998,59.7972147968,Female,Ideal,"(252, 218, 191)","(11, 97, 131)","(223, 3, 232)",252,218,191,11,97,131,223,3,232,220.33333333333331,79.66666666666667,5,7
163.93589260000002,56.7588287848,Female,Ideal,"(226, 165, 137)","(121, 54, 73)","(82, 39, 50)",226,165,137,121,54,73,82,39,50,176.0,82.66666666666667,2,5
170.2852068,51.2469602376,Female,Underweight,"(235, 185, 152)","(206, 143, 225)","(149, 140, 132)",235,185,152,206,143,225,149,140,132,190.66666666666663,191.33333333333331,2,4
176.6828572,53.8192804696,Female,Underweight,"(204, 150, 103)","(254, 133, 170)","(209, 185, 217)",204,150,103,254,133,170,209,185,217,152.33333333333334,185.66666666666663,4,7
167.5190706,59.7095354632,Female,Ideal,"(235, 185, 152)","(84, 119, 87)","(216, 252, 227)",235,185,152,84,119,87,216,252,227,190.66666666666663,96.66666666666669,2,5
178.4771386,66.111714388,Male,Ideal,"(246, 215, 197)","(208, 131, 117)","(144, 209, 28)",246,215,197,208,131,117,144,209,28,219.33333333333331,152.0,5,3
170.4177948,51.2380698344,Female,Underweight,"(226, 165, 137)","(119, 111, 73)","(138, 250, 37)",226,165,137,119,111,73,138,250,37,176.0,101.0,2,5
183.7915806,65.2967002824,Male,Ideal,"(252, 218, 191)","(199, 227, 73)","(148, 141, 210)",252,218,191,199,227,73,148,141,210,220.33333333333331,166.33333333333334,5,5
177.53261419999998,52.4693453184,Female,Underweight,"(235, 185, 152)","(53, 90, 32)","(151, 63, 239)",235,185,152,53,90,32,151,63,239,190.66666666666663,58.333333333333336,2,5
167.46626400000002,52.141987972,Female,Ideal,"(127, 41, 44)","(62, 71, 114)","(44, 128, 27)",127,41,44,62,71,114,44,128,27,70.66666666666667,82.33333333333333,3,3
172.53013500000003,49.606635488,Female,Underweight,"(246, 215, 197)","(205, 159, 94)","(210, 27, 149)",246,215,197,205,159,94,210,27,149,219.33333333333331,152.66666666666666,5,5
173.3911442,61.7544189176,Male,Ideal,"(226, 165, 137)","(209, 239, 254)","(155, 42, 49)",226,165,137,209,239,254,155,42,49,176.0,234.0,2,4
169.6126402,58.282262876,Male,Ideal,"(253, 220, 213)","(148, 196, 109)","(233, 51, 187)",253,220,213,148,196,109,233,51,187,228.66666666666663,151.0,0,6
172.94943819999995,56.4301106624,Female,Ideal,"(127, 41, 44)","(15, 49, 204)","(41, 159, 116)",127,41,44,15,49,204,41,159,116,70.66666666666667,89.33333333333333,3,0
170.92422000000002,62.1585693896,Male,Ideal,"(253, 220, 213)","(50, 96, 23)","(174, 207, 126)",253,220,213,50,96,23,174,207,126,228.66666666666663,56.333333333333336,0,4
178.65745320000002,61.3921349872,Male,Ideal,"(204, 150, 103)","(188, 144, 128)","(15, 248, 217)",204,150,103,188,144,128,15,248,217,152.33333333333334,153.33333333333334,4,7
170.3382166,57.537691608,Female,Ideal,"(204, 150, 103)","(203, 195, 191)","(62, 38, 40)",204,150,103,203,195,191,62,38,40,152.33333333333334,196.33333333333331,4,7
170.79902339999998,63.1850480856,Male,Ideal,"(243, 214, 200)","(140, 6, 16)","(16, 111, 171)",243,214,200,140,6,16,16,111,171,219.0,54.0,5,3
164.310314,45.6369343816,Female,Underweight,"(226, 165, 137)","(111, 131, 160)","(113, 81, 136)",226,165,137,111,131,160,113,81,136,176.0,134.0,2,7
168.0357066,60.02664163039999,Female,Ideal,"(226, 165, 137)","(14, 41, 38)","(105, 208, 184)",226,165,137,14,41,38,105,208,184,176.0,31.0,2,5
170.8577482,55.926079232,Female,Ideal,"(226, 165, 137)","(22, 166, 248)","(20, 225, 251)",226,165,137,22,166,248,20,225,251,176.0,145.33333333333334,2,7
176.1590584,61.8018192816,Male,Ideal,"(226, 165, 137)","(207, 170, 193)","(198, 125, 223)",226,165,137,207,170,193,198,125,223,176.0,190.0,2,4
166.964487,57.0316643728,Female,Ideal,"(253, 220, 213)","(17, 112, 164)","(29, 126, 198)",253,220,213,17,112,164,29,126,198,228.66666666666663,97.66666666666669,0,1
172.3921368,64.2837839872,Male,Ideal,"(252, 218, 191)","(244, 204, 109)","(41, 78, 237)",252,218,191,244,204,109,41,78,237,220.33333333333331,185.66666666666663,5,5
165.895909,49.5334257392,Female,Underweight,"(243, 214, 200)","(154, 151, 85)","(115, 108, 154)",243,214,200,154,151,85,115,108,154,219.0,130.0,5,5
174.3128848,54.547613144,Female,Underweight,"(246, 215, 197)","(201, 124, 104)","(148, 83, 70)",246,215,197,201,124,104,148,83,70,219.33333333333331,143.0,5,3
173.89916960000002,60.6895663384,Male,Ideal,"(235, 185, 152)","(8, 16, 6)","(30, 205, 76)",235,185,152,8,16,6,30,205,76,190.66666666666663,10.0,2,5
172.21784200000002,57.7663926944,Female,Ideal,"(246, 215, 197)","(219, 136, 59)","(172, 154, 190)",246,215,197,219,136,59,172,154,190,219.33333333333331,138.0,5,5
162.9490772,50.9043622,Female,Ideal,"(204, 150, 103)","(21, 49, 251)","(49, 141, 208)",204,150,103,21,49,251,49,141,208,152.33333333333334,107.0,4,0
171.02437220000002,61.6067293624,Male,Ideal,"(119, 78, 58)","(252, 120, 104)","(119, 47, 141)",119,78,58,252,120,104,119,47,141,85.0,158.66666666666666,1,3
178.7606788,62.699795364,Male,Ideal,"(226, 165, 137)","(97, 188, 235)","(6, 48, 152)",226,165,137,97,188,235,6,48,152,176.0,173.33333333333334,2,7
175.6006902,54.1619238664,Female,Underweight,"(226, 165, 137)","(18, 218, 161)","(72, 92, 209)",226,165,137,18,218,161,72,92,209,176.0,132.33333333333334,2,7
172.9165452,47.4923070984,Female,Underweight,"(204, 150, 103)","(130, 176, 251)","(150, 196, 246)",204,150,103,130,176,251,150,196,246,152.33333333333334,185.66666666666663,4,7
175.84166,56.206625884000005,Female,Underweight,"(252, 218, 191)","(221, 140, 37)","(28, 46, 47)",252,218,191,221,140,37,28,46,47,220.33333333333331,132.66666666666666,5,5
168.63839779999998,58.1308085072,Female,Ideal,"(235, 185, 152)","(63, 80, 55)","(50, 2, 232)",235,185,152,63,80,55,50,2,232,190.66666666666663,66.0,2,5
170.8281826,53.0680867584,Female,Underweight,"(226, 165, 137)","(33, 122, 52)","(102, 49, 236)",226,165,137,33,122,52,102,49,236,176.0,69.0,2,5
172.25436720000002,54.0067954024,Female,Underweight,"(204, 150, 103)","(38, 2, 253)","(236, 43, 13)",204,150,103,38,2,253,236,43,13,152.33333333333334,97.66666666666669,4,0
167.44475020000002,44.130088149840006,Female,Underweight,"(252, 218, 191)","(215, 213, 1)","(167, 58, 155)",252,218,191,215,213,1,167,58,155,220.33333333333331,143.0,5,5
176.899824,60.62778710799999,Male,Ideal,"(243, 214, 200)","(115, 37, 131)","(37, 219, 165)",243,214,200,115,37,131,37,219,165,219.0,94.33333333333331,5,7
167.165528,54.7728669312,Female,Ideal,"(252, 218, 191)","(78, 27, 190)","(111, 25, 11)",252,218,191,78,27,190,111,25,11,220.33333333333331,98.33333333333331,5,7
178.2223258,58.5226212768,Male,Underweight,"(246, 215, 197)","(95, 20, 186)","(104, 74, 217)",246,215,197,95,20,186,104,74,217,219.33333333333331,100.33333333333331,5,7
170.70976779999998,55.9839575712,Female,Ideal,"(235, 185, 152)","(95, 156, 207)","(12, 0, 111)",235,185,152,95,156,207,12,0,111,190.66666666666663,152.66666666666666,2,7
187.6697796,61.68016590719999,Male,Underweight,"(243, 214, 200)","(98, 21, 147)","(10, 29, 79)",243,214,200,98,21,147,10,29,79,219.0,88.66666666666667,5,7
174.70602599999998,58.4283195,Male,Ideal,"(226, 165, 137)","(87, 204, 160)","(220, 44, 78)",226,165,137,87,204,160,220,44,78,176.0,150.33333333333334,2,7
168.3625792,57.4793143176,Female,Ideal,"(243, 214, 200)","(128, 170, 8)","(102, 49, 29)",243,214,200,128,170,8,102,49,29,219.0,102.0,5,5
173.3848196,51.376324676,Female,Underweight,"(235, 185, 152)","(215, 241, 215)","(65, 28, 128)",235,185,152,215,241,215,65,28,128,190.66666666666663,223.66666666666663,2,4
175.15766340000002,65.5860466192,Male,Ideal,"(226, 165, 137)","(5, 76, 94)","(241, 140, 139)",226,165,137,5,76,94,241,140,139,176.0,58.333333333333336,2,5
172.2530464,55.2123068608,Female,Ideal,"(235, 185, 152)","(83, 56, 1)","(160, 36, 198)",235,185,152,83,56,1,160,36,198,190.66666666666663,46.66666666666666,2,5
178.7136126,62.0915738512,Male,Ideal,"(252, 218, 191)","(242, 119, 7)","(56, 97, 196)",252,218,191,242,119,7,56,97,196,220.33333333333331,122.66666666666669,5,3
166.63761440000002,53.4133156296,Female,Ideal,"(119, 78, 58)","(191, 13, 106)","(81, 98, 147)",119,78,58,191,13,106,81,98,147,85.0,103.33333333333331,1,3
181.5778182,64.40557343920001,Male,Ideal,"(253, 220, 213)","(121, 113, 5)","(77, 246, 181)",253,220,213,121,113,5,77,246,181,228.66666666666663,79.66666666666667,0,4
164.098351,44.8771224224,Female,Underweight,"(235, 185, 152)","(92, 101, 56)","(122, 84, 152)",235,185,152,92,101,56,122,84,152,190.66666666666663,83.0,2,5
175.2007164,63.9190053008,Male,Ideal,"(243, 214, 200)","(202, 215, 5)","(217, 247, 216)",243,214,200,202,215,5,217,247,216,219.0,140.66666666666666,5,5
172.7524104,59.2990347032,Male,Ideal,"(252, 218, 191)","(182, 235, 104)","(12, 4, 65)",252,218,191,182,235,104,12,4,65,220.33333333333331,173.66666666666666,5,5
173.964219,44.38422213968,Female,Underweight,"(243, 214, 200)","(212, 102, 6)","(73, 38, 81)",243,214,200,212,102,6,73,38,81,219.0,106.66666666666669,5,3
170.0756822,54.5686598128,Female,Ideal,"(235, 185, 152)","(160, 134, 180)","(41, 191, 66)",235,185,152,160,134,180,41,191,66,190.66666666666663,158.0,2,4
173.1515714,54.676206476,Female,Underweight,"(246, 215, 197)","(130, 126, 73)","(232, 163, 193)",246,215,197,130,126,73,232,163,193,219.33333333333331,109.66666666666669,5,3
166.91965599999995,56.1032522672,Female,Ideal,"(246, 215, 197)","(74, 73, 227)","(239, 33, 18)",246,215,197,74,73,227,239,33,18,219.33333333333331,124.66666666666669,5,7
165.6964428,47.4360163312,Female,Underweight,"(204, 150, 103)","(244, 182, 225)","(143, 34, 111)",204,150,103,244,182,225,143,34,111,152.33333333333334,217.0,4,7
169.210609,60.2244531016,Male,Ideal,"(246, 215, 197)","(145, 147, 10)","(151, 220, 109)",246,215,197,145,147,10,151,220,109,219.33333333333331,100.66666666666669,5,5
176.23934780000002,63.26274839519999,Male,Ideal,"(253, 220, 213)","(15, 79, 106)","(82, 69, 94)",253,220,213,15,79,106,82,69,94,228.66666666666663,66.66666666666667,0,4
168.4488376,57.5221334024,Female,Ideal,"(246, 215, 197)","(237, 13, 46)","(56, 120, 208)",246,215,197,237,13,46,56,120,208,219.33333333333331,98.66666666666669,5,3
179.67129419999998,55.0038813368,Female,Underweight,"(204, 150, 103)","(153, 224, 144)","(135, 215, 91)",204,150,103,153,224,144,135,215,91,152.33333333333334,173.66666666666666,4,7
175.2257354,52.1219392056,Female,Underweight,"(235, 185, 152)","(5, 11, 110)","(102, 129, 97)",235,185,152,5,11,110,102,129,97,190.66666666666663,42.0,2,5
171.4344298,62.3782439952,Male,Ideal,"(119, 78, 58)","(127, 106, 118)","(219, 7, 49)",119,78,58,127,106,118,219,7,49,85.0,117.0,1,3
171.72051,60.7056234952,Male,Ideal,"(243, 214, 200)","(57, 45, 235)","(144, 68, 215)",243,214,200,57,45,235,144,68,215,219.0,112.33333333333331,5,7
169.706798,48.387153396,Female,Underweight,"(252, 218, 191)","(225, 194, 119)","(37, 92, 138)",252,218,191,225,194,119,37,92,138,220.33333333333331,179.33333333333334,5,5
170.0222914,54.5638063784,Female,Ideal,"(252, 218, 191)","(148, 107, 19)","(70, 221, 22)",252,218,191,148,107,19,70,221,22,220.33333333333331,91.33333333333331,5,3
165.1484632,54.5461616496,Female,Ideal,"(127, 41, 44)","(186, 245, 249)","(190, 60, 74)",127,41,44,186,245,249,190,60,74,70.66666666666667,226.66666666666663,3,6
168.9565074,56.8832037112,Female,Ideal,"(246, 215, 197)","(253, 126, 1)","(228, 221, 163)",246,215,197,253,126,1,228,221,163,219.33333333333331,126.66666666666669,5,3
168.4870392,57.2776019552,Female,Ideal,"(119, 78, 58)","(239, 37, 250)","(107, 169, 152)",119,78,58,239,37,250,107,169,152,85.0,175.33333333333334,1,4
170.37723100000002,57.1744551344,Female,Ideal,"(252, 218, 191)","(42, 85, 200)","(28, 240, 172)",252,218,191,42,85,200,28,240,172,220.33333333333331,109.0,5,7
175.71562519999998,61.6204278408,Male,Ideal,"(119, 78, 58)","(172, 128, 53)","(62, 120, 139)",119,78,58,172,128,53,62,120,139,85.0,117.66666666666669,1,3
176.8310408,62.680064112,Male,Ideal,"(119, 78, 58)","(137, 69, 145)","(19, 226, 67)",119,78,58,137,69,145,19,226,67,85.0,117.0,1,4
169.5042838,55.5174835584,Female,Ideal,"(235, 185, 152)","(223, 237, 143)","(74, 241, 97)",235,185,152,223,237,143,74,241,97,190.66666666666663,201.0,2,4
178.2579112,64.8086352904,Male,Ideal,"(252, 218, 191)","(20, 25, 200)","(10, 176, 250)",252,218,191,20,25,200,10,176,250,220.33333333333331,81.66666666666667,5,7
175.1389944,59.3448928544,Male,Ideal,"(119, 78, 58)","(154, 226, 68)","(221, 64, 19)",119,78,58,154,226,68,221,64,19,85.0,149.33333333333334,1,2
178.2360418,59.405583464,Male,Ideal,"(252, 218, 191)","(182, 28, 125)","(224, 164, 33)",252,218,191,182,28,125,224,164,33,220.33333333333331,111.66666666666669,5,3
170.6553102,51.60516184,Female,Underweight,"(235, 185, 152)","(38, 44, 127)","(77, 224, 149)",235,185,152,38,44,127,77,224,149,190.66666666666663,69.66666666666667,2,5
176.7741448,53.612533236,Female,Underweight,"(246, 215, 197)","(157, 31, 56)","(25, 70, 97)",246,215,197,157,31,56,25,70,97,219.33333333333331,81.33333333333333,5,3
172.388276,62.091528492,Male,Ideal,"(253, 220, 213)","(44, 98, 181)","(36, 253, 11)",253,220,213,44,98,181,36,253,11,228.66666666666663,107.66666666666669,0,1
171.974129,54.3788315608,Female,Underweight,"(127, 41, 44)","(17, 40, 127)","(95, 5, 22)",127,41,44,17,40,127,95,5,22,70.66666666666667,61.333333333333336,3,0
180.9006288,60.481276892,Male,Underweight,"(119, 78, 58)","(164, 100, 188)","(40, 207, 171)",119,78,58,164,100,188,40,207,171,85.0,150.66666666666666,1,4
171.2102748,53.6846090048,Female,Underweight,"(246, 215, 197)","(230, 4, 110)","(80, 63, 244)",246,215,197,230,4,110,80,63,244,219.33333333333331,114.66666666666669,5,3
173.5982812,64.18390302879999,Male,Ideal,"(246, 215, 197)","(154, 76, 73)","(242, 143, 8)",246,215,197,154,76,73,242,143,8,219.33333333333331,101.0,5,3
164.0978176,44.50162082112,Female,Underweight,"(235, 185, 152)","(238, 150, 251)","(22, 137, 151)",235,185,152,238,150,251,22,137,151,190.66666666666663,213.0,2,4
175.5215184,65.30359488079999,Male,Ideal,"(253, 220, 213)","(89, 74, 112)","(88, 40, 103)",253,220,213,89,74,112,88,40,103,228.66666666666663,91.66666666666669,0,4
171.8210432,55.9533401112,Female,Ideal,"(127, 41, 44)","(111, 15, 49)","(62, 247, 197)",127,41,44,111,15,49,62,247,197,70.66666666666667,58.333333333333336,3,3
166.625651,52.9266567728,Female,Ideal,"(204, 150, 103)","(36, 102, 145)","(221, 125, 117)",204,150,103,36,102,145,221,125,117,152.33333333333334,94.33333333333331,4,0
176.466627,59.6919360936,Male,Ideal,"(243, 214, 200)","(129, 135, 97)","(167, 249, 121)",243,214,200,129,135,97,167,249,121,219.0,120.33333333333331,5,5
179.8523454,57.1722778928,Female,Underweight,"(119, 78, 58)","(218, 166, 89)","(200, 217, 24)",119,78,58,218,166,89,200,217,24,85.0,157.66666666666666,1,2
173.348142,56.356084448,Female,Ideal,"(246, 215, 197)","(238, 238, 28)","(213, 139, 83)",246,215,197,238,238,28,213,139,83,219.33333333333331,168.0,5,5
165.617652,52.8025993608,Female,Ideal,"(252, 218, 191)","(111, 74, 220)","(203, 34, 192)",252,218,191,111,74,220,203,34,192,220.33333333333331,135.0,5,7
161.8948756,57.1560846584,Female,Ideal,"(119, 78, 58)","(192, 237, 77)","(70, 1, 157)",119,78,58,192,237,77,70,1,157,85.0,168.66666666666666,1,2
182.6193198,61.3835167392,Male,Underweight,"(119, 78, 58)","(180, 226, 29)","(241, 137, 9)",119,78,58,180,226,29,241,137,9,85.0,145.0,1,2
173.559851,53.5507540056,Female,Underweight,"(119, 78, 58)","(134, 7, 51)","(35, 167, 210)",119,78,58,134,7,51,35,167,210,85.0,64.0,1,3
169.0676324,51.0126346104,Female,Underweight,"(226, 165, 137)","(77, 140, 207)","(18, 28, 52)",226,165,137,77,140,207,18,28,52,176.0,141.33333333333334,2,7
171.3489842,56.2331156568,Female,Ideal,"(226, 165, 137)","(183, 182, 136)","(231, 106, 168)",226,165,137,183,182,136,231,106,168,176.0,167.0,2,4
173.0752698,60.4449441728,Male,Ideal,"(119, 78, 58)","(249, 113, 133)","(136, 78, 148)",119,78,58,249,113,133,136,78,148,85.0,165.0,1,4
177.47823280000003,61.7922031312,Male,Ideal,"(119, 78, 58)","(233, 137, 21)","(53, 34, 49)",119,78,58,233,137,21,53,34,49,85.0,130.33333333333334,1,2
171.94075339999998,56.3701458,Female,Ideal,"(243, 214, 200)","(155, 247, 73)","(212, 8, 226)",243,214,200,155,247,73,212,8,226,219.0,158.33333333333334,5,5
171.2704474,60.36765209599999,Male,Ideal,"(226, 165, 137)","(58, 148, 229)","(30, 148, 175)",226,165,137,58,148,229,30,148,175,176.0,145.0,2,7
175.3863396,59.342534176,Male,Ideal,"(252, 218, 191)","(36, 73, 176)","(11, 126, 196)",252,218,191,36,73,176,11,126,196,220.33333333333331,95.0,5,7
180.1390352,62.7455627968,Male,Ideal,"(226, 165, 137)","(207, 138, 192)","(142, 252, 148)",226,165,137,207,138,192,142,252,148,176.0,179.0,2,4
171.2140594,52.5898647128,Female,Underweight,"(127, 41, 44)","(160, 239, 202)","(170, 101, 178)",127,41,44,160,239,202,170,101,178,70.66666666666667,200.33333333333331,3,6
176.42690140000002,61.6567152008,Male,Ideal,"(127, 41, 44)","(108, 43, 164)","(48, 76, 106)",127,41,44,108,43,164,48,76,106,70.66666666666667,105.0,3,0
165.95864699999998,60.4675784136,Female,Ideal,"(119, 78, 58)","(171, 66, 79)","(44, 57, 252)",119,78,58,171,66,79,44,57,252,85.0,105.33333333333331,1,3
172.6848718,53.6915489624,Female,Underweight,"(127, 41, 44)","(12, 79, 204)","(205, 152, 66)",127,41,44,12,79,204,205,152,66,70.66666666666667,98.33333333333331,3,0
176.66799819999997,54.5901600736,Female,Underweight,"(253, 220, 213)","(46, 39, 165)","(110, 76, 85)",253,220,213,46,39,165,110,76,85,228.66666666666663,83.33333333333333,0,1
170.5338982,53.0671342152,Female,Underweight,"(235, 185, 152)","(76, 89, 93)","(195, 228, 115)",235,185,152,76,89,93,195,228,115,190.66666666666663,86.0,2,5
175.5758236,60.3196620624,Male,Ideal,"(243, 214, 200)","(143, 251, 14)","(119, 83, 169)",243,214,200,143,251,14,119,83,169,219.0,136.0,5,5
166.1832084,50.6727127656,Female,Underweight,"(252, 218, 191)","(168, 167, 85)","(191, 108, 125)",252,218,191,168,167,85,191,108,125,220.33333333333331,140.0,5,5
176.0605826,59.9031285288,Male,Ideal,"(235, 185, 152)","(230, 131, 190)","(116, 145, 247)",235,185,152,230,131,190,116,145,247,190.66666666666663,183.66666666666663,2,4
174.236761,57.270072328,Female,Ideal,"(204, 150, 103)","(94, 124, 166)","(14, 24, 124)",204,150,103,94,124,166,14,24,124,152.33333333333334,128.0,4,0
171.2706506,56.3031956208,Female,Ideal,"(246, 215, 197)","(197, 87, 129)","(177, 9, 172)",246,215,197,197,87,129,177,9,172,219.33333333333331,137.66666666666666,5,3
174.4160088,58.1162935632,Male,Ideal,"(243, 214, 200)","(25, 61, 217)","(115, 224, 174)",243,214,200,25,61,217,115,224,174,219.0,101.0,5,7
172.30272879999998,56.3963180584,Female,Ideal,"(127, 41, 44)","(54, 40, 246)","(246, 192, 193)",127,41,44,54,40,246,246,192,193,70.66666666666667,113.33333333333331,3,0
172.5898504,52.933279216,Female,Underweight,"(243, 214, 200)","(175, 252, 79)","(117, 130, 154)",243,214,200,175,252,79,117,130,154,219.0,168.66666666666666,5,5
181.13502,69.8965313952,Male,Ideal,"(243, 214, 200)","(131, 156, 15)","(75, 220, 82)",243,214,200,131,156,15,75,220,82,219.0,100.66666666666669,5,5
174.5080838,55.6239416008,Female,Underweight,"(243, 214, 200)","(248, 25, 95)","(142, 167, 21)",243,214,200,248,25,95,142,167,21,219.0,122.66666666666669,5,3
173.4729068,60.2733956784,Male,Ideal,"(119, 78, 58)","(232, 113, 237)","(144, 5, 243)",119,78,58,232,113,237,144,5,243,85.0,194.0,1,4
163.97422120000002,48.8670083728,Female,Underweight,"(243, 214, 200)","(40, 27, 130)","(127, 76, 205)",243,214,200,40,27,130,127,76,205,219.0,65.66666666666667,5,7
176.1593886,61.6131703688,Male,Ideal,"(119, 78, 58)","(156, 216, 93)","(90, 141, 28)",119,78,58,156,216,93,90,141,28,85.0,155.0,1,2
175.02479599999998,55.265876076000005,Female,Underweight,"(204, 150, 103)","(135, 196, 149)","(31, 23, 125)",204,150,103,135,196,149,31,23,125,152.33333333333334,160.0,4,7
173.45329800000002,55.7349809224,Female,Ideal,"(253, 220, 213)","(122, 13, 76)","(182, 136, 183)",253,220,213,122,13,76,182,136,183,228.66666666666663,70.33333333333333,0,4
178.095021,57.8997033832,Female,Underweight,"(226, 165, 137)","(4, 69, 127)","(160, 32, 159)",226,165,137,4,69,127,160,32,159,176.0,66.66666666666667,2,5
176.6994434,59.8224798712,Male,Ideal,"(252, 218, 191)","(231, 87, 80)","(68, 147, 16)",252,218,191,231,87,80,68,147,16,220.33333333333331,132.66666666666666,5,3
168.6592766,55.2689151424,Female,Ideal,"(204, 150, 103)","(114, 222, 116)","(173, 218, 62)",204,150,103,114,222,116,173,218,62,152.33333333333334,150.66666666666666,4,3
159.6815704,45.7666616936,Female,Underweight,"(252, 218, 191)","(155, 120, 132)","(136, 21, 36)",252,218,191,155,120,132,136,21,36,220.33333333333331,135.66666666666666,5,3
170.1024538,58.433082216,Male,Ideal,"(127, 41, 44)","(19, 128, 236)","(207, 44, 204)",127,41,44,19,128,236,207,44,204,70.66666666666667,127.66666666666669,3,0
171.7082672,59.1746597768,Male,Ideal,"(235, 185, 152)","(237, 141, 149)","(225, 236, 53)",235,185,152,237,141,149,225,236,53,190.66666666666663,175.66666666666666,2,4
172.7308966,50.2526412144,Female,Underweight,"(246, 215, 197)","(142, 112, 76)","(254, 160, 86)",246,215,197,142,112,76,254,160,86,219.33333333333331,110.0,5,3
172.3662796,50.122142796,Female,Underweight,"(204, 150, 103)","(56, 128, 89)","(245, 227, 87)",204,150,103,56,128,89,245,227,87,152.33333333333334,91.0,4,3
171.1582048,58.2775908784,Male,Ideal,"(204, 150, 103)","(43, 250, 45)","(210, 48, 196)",204,150,103,43,250,45,210,48,196,152.33333333333334,112.66666666666669,4,3
173.3005678,54.2281936576,Female,Underweight,"(252, 218, 191)","(223, 46, 42)","(104, 62, 254)",252,218,191,223,46,42,104,62,254,220.33333333333331,103.66666666666669,5,3
174.7929448,63.6304754296,Male,Ideal,"(204, 150, 103)","(175, 145, 190)","(105, 29, 189)",204,150,103,175,145,190,105,29,189,152.33333333333334,170.0,4,7
178.8029952,55.0550011552,Female,Underweight,"(119, 78, 58)","(163, 48, 98)","(33, 187, 84)",119,78,58,163,48,98,33,187,84,85.0,103.0,1,3
171.5523112,57.361017524000005,Female,Ideal,"(127, 41, 44)","(67, 8, 27)","(124, 135, 181)",127,41,44,67,8,27,124,135,181,70.66666666666667,34.0,3,3
175.795432,52.990658604,Female,Underweight,"(127, 41, 44)","(174, 143, 168)","(207, 191, 158)",127,41,44,174,143,168,207,191,158,70.66666666666667,161.66666666666666,3,6
175.293655,57.5624577312,Female,Ideal,"(235, 185, 152)","(53, 21, 35)","(142, 215, 130)",235,185,152,53,21,35,142,215,130,190.66666666666663,36.333333333333336,2,5
169.138092,57.5903536392,Female,Ideal,"(204, 150, 103)","(66, 91, 208)","(188, 219, 177)",204,150,103,66,91,208,188,219,177,152.33333333333334,121.66666666666669,4,0
167.9164536,58.0003100888,Female,Ideal,"(246, 215, 197)","(226, 177, 9)","(223, 216, 63)",246,215,197,226,177,9,223,216,63,219.33333333333331,137.33333333333334,5,5
173.86020599999998,60.3269648936,Male,Ideal,"(235, 185, 152)","(214, 213, 232)","(245, 113, 120)",235,185,152,214,213,232,245,113,120,190.66666666666663,219.66666666666663,2,4
174.0012522,54.2988632912,Female,Underweight,"(246, 215, 197)","(157, 241, 67)","(68, 77, 248)",246,215,197,157,241,67,68,77,248,219.33333333333331,155.0,5,5
173.7157054,50.3755646464,Female,Underweight,"(127, 41, 44)","(98, 10, 76)","(185, 56, 103)",127,41,44,98,10,76,185,56,103,70.66666666666667,61.333333333333336,3,3
174.8989898,49.2005799296,Female,Underweight,"(253, 220, 213)","(120, 1, 189)","(53, 22, 43)",253,220,213,120,1,189,53,22,43,228.66666666666663,103.33333333333331,0,1
170.0164494,57.4452041992,Female,Ideal,"(246, 215, 197)","(184, 240, 106)","(119, 10, 73)",246,215,197,184,240,106,119,10,73,219.33333333333331,176.66666666666666,5,5
168.7333938,43.41561724696,Female,Underweight,"(235, 185, 152)","(217, 219, 143)","(82, 253, 82)",235,185,152,217,219,143,82,253,82,190.66666666666663,193.0,2,4
173.58621620000002,55.0213446288,Female,Underweight,"(226, 165, 137)","(51, 75, 92)","(157, 154, 207)",226,165,137,51,75,92,157,154,207,176.0,72.66666666666667,2,5
165.7541262,55.980283476,Female,Ideal,"(127, 41, 44)","(169, 210, 195)","(11, 115, 120)",127,41,44,169,210,195,11,115,120,70.66666666666667,191.33333333333331,3,6
173.69553779999998,55.4412347432,Female,Underweight,"(226, 165, 137)","(161, 230, 193)","(203, 242, 153)",226,165,137,161,230,193,203,242,153,176.0,194.66666666666663,2,4
163.2114846,43.8587403436,Female,Underweight,"(246, 215, 197)","(213, 122, 31)","(100, 166, 116)",246,215,197,213,122,31,100,166,116,219.33333333333331,122.0,5,3
